# att535 ATTACKS 4/5: Khat(y,x) = -Im[Xi' conj Xi], the C3/IsHB defect.
# tabulated as Khat / (y * |Xi(x+iy)|^2)  -- O(1) in the harmonic register.
# Khat >= 0 everywhere <=> RH.  A ROBUST NEGATIVE WOULD REFUTE RH.
#      x          1e-4       1e-3       1e-2        0.1        0.3       0.49        0.5          1          2          3
     0.000    0.04621    0.04621    0.04621    0.04621     0.0462    0.04619    0.04619    0.04614    0.04592    0.04556
     1.000    0.04643    0.04643    0.04643    0.04643    0.04643    0.04642    0.04642    0.04636    0.04613    0.04576
     3.000    0.04834    0.04834    0.04834    0.04834    0.04833    0.04832    0.04832    0.04824    0.04793    0.04745
     6.000    0.05666    0.05666    0.05666    0.05666    0.05664     0.0566     0.0566    0.05639    0.05561    0.05444
    10.000     0.1062     0.1062     0.1062     0.1062     0.1059     0.1054     0.1054     0.1029    0.09471    0.08512
    14.135      1e+08      1e+06      1e+04      100.1      11.18      4.232      4.068      1.067     0.3156     0.1745
    15.000      1.412      1.412      1.412      1.395      1.269      1.088      1.078     0.6477      0.284     0.1727
    21.022  8.642e+07  9.984e+05      1e+04      100.1      11.25      4.303      4.138      1.135     0.3738     0.2222
    25.000       8482       8412       4590         99      11.26      4.327      4.162       1.16     0.3968     0.2421
    30.000      5.778      5.778      5.775      5.488      3.934      2.613      2.558      1.072     0.4335      0.273
    40.000      1.555      1.555      1.555      1.541      1.437      1.283      1.275     0.8787     0.4789     0.3192
    50.000      20.05      20.05      20.01      16.85      7.577      3.915      3.801      1.387     0.5786     0.3659
    59.347  8.378e+07  9.981e+05      1e+04      100.7      11.82      4.846       4.68      1.573      0.641     0.3987
    60.000      4.035      4.035      4.034       3.96      3.459      2.815      2.782      1.528     0.6543      0.401
    60.832  1.693e+07  9.532e+05       9996      100.7      11.78      4.809      4.642      1.542     0.6239     0.3919
    70.000      5.402      5.401      5.399      5.176      3.916      2.768      2.718       1.31     0.6157     0.4058
    80.000      2.746      2.746      2.745      2.695      2.355      1.932      1.911      1.132      0.595     0.4103
    90.000       1.25       1.25       1.25      1.244      1.203      1.135      1.131      0.911     0.5912      0.423
   100.000      1.639      1.639      1.639       1.63      1.564      1.457       1.45      1.108     0.6525     0.4478
# grid minimum of Khat/(y|Xi|^2) = 0.045563309  at x=0, y=3
# raw negatives of Khat found on this grid: 0

# att535 ATTACKS 3/17: the Wigner-Newman defect density
#   D_x(t) = [Xi(x)^2 - Xi(x+t)Xi(x-t)] / (4 t^2)
#   D_x >= 0 pointwise (the GLOBAL Wigner/log-concavity inequality)
#   would imply STP.  Where does it fail?  Pointwise evaluation only.
#     x        t         Xi(x)^2              Xi(x+t)Xi(x-t)       D_x(t)      sign
       60       0.5  8.46388e-36          2.1030385e-36        6.36084e-36 +
       60         1  8.46388e-36          3.9559975e-36        1.12697e-36 +
       60         2  8.46388e-36          1.1722034e-34        -6.79728e-36 NEG <<<
       60         3  8.46388e-36          1.1698795e-34        -3.01456e-36 NEG <<<
       60         5  8.46388e-36          -1.8227431e-35       2.66913e-37 +
       60         8  8.46388e-36          6.0053785e-35        -2.01523e-37 NEG <<<
       60        12  8.46388e-36          -3.6399802e-38       1.47574e-38 +
       60        20  8.46388e-36          -5.1548489e-35       3.75077e-38 +
       60        30  8.46388e-36          3.0710723e-35        -6.17968e-39 NEG <<<
       60        45  8.46388e-36          3.054056e-36         6.6788e-40  +
       60        58  8.46388e-36          -3.1661515e-37       6.52534e-40 +
#  => D_60 is NOT nonnegative, so the pointwise route to STP is dead at x=60
#     independently of the (falsified) integrated statement.

# control at a benign abscissa (x = 0), same instrument:
   x=0  t=0.5    D = 0.0028391      +
   x=0  t=2      D = 0.00261435     +
   x=0  t=8      D = 0.000923663    +
   x=0  t=30     D = 6.8647e-5      +

# att535 ATTACKS 13/14: HB modulus ratio for E = xi(1/2-iz) + xi'(1/2-iz).
# Verified identification (att534 audit): E = Xi + i Xi',  E* = Xi - i Xi'.
# IsHB <=> ratio < 1 on Im z > 0;  ratio == 1 on Im z = 0 exactly.
#      x        y        ‖E*‖/‖E‖             1 - ratio
     0.0000     1e-3  0.99990758429822     9.2415702e-5
     0.0000     0.01  0.99907622729924     0.0009237727
     0.0000      0.1  0.99080066088793     0.0091993391
     0.0000      0.4  0.96371209419658     0.036287906
     0.0000    0.499  0.95493951503032     0.045060485
     0.0000      0.5  0.9548513227771      0.045148677
     0.0000      1.0  0.91179745036384     0.08820255
     0.0000      3.0  0.75949478475534     0.24050522
     6.0000     1e-3  0.99989580609642     0.0001041939
     6.0000     0.01  0.99895854967139     0.0010414503
     6.0000      0.1  0.98963447262512     0.010365527
     6.0000      0.4  0.95919589930205     0.040804101
     6.0000    0.499  0.94936959384381     0.050630406
     6.0000      0.5  0.9492708942947      0.050729106
     6.0000      1.0  0.90132153942127     0.098678461
     6.0000      3.0  0.73710563713813     0.26289436
    14.1347     1e-3  0.99800199913565     0.0019980009
    14.1347     0.01  0.98019881445355     0.019801186
    14.1347      0.1  0.81885167482827     0.18114833
    14.1347      0.4  0.45690797807771     0.54309202
    14.1347    0.499  0.38420734759234     0.61579265
    14.1347      0.5  0.38357436533945     0.61642563
    14.1347      1.0  0.26993871813549     0.73006128
    14.1347      3.0  0.44740811947721     0.55259188
    30.0000     1e-3  0.99897235587345     0.0010276441
    30.0000     0.01  0.98977144315896     0.010228557
    30.0000      0.1  0.90274290254709     0.097257097
    30.0000      0.4  0.68285386709479     0.31714613
    30.0000    0.499  0.63281194126496     0.36718806
    30.0000      0.5  0.63235648149197     0.36764352
    30.0000      1.0  0.49462410704355     0.50537589
    30.0000      3.0  0.39289149407188     0.60710851
    60.0000     1e-3  0.9925892341769      0.0074107658
    60.0000     0.01  0.92831176496575     0.071688235
    60.0000      0.1  0.47458028413576     0.52541972
    60.0000      0.4  0.23715874104022     0.76284126
    60.0000    0.499  0.27220125895816     0.72779874
    60.0000      0.5  0.2725019887395      0.72749801
    60.0000      1.0  0.32538887677959     0.67461112
    60.0000      3.0  0.31488872943734     0.68511127
   100.0000     1e-3  0.99777193597163     0.002228064
   100.0000     0.01  0.9779433245405      0.022056675
   100.0000      0.1  0.8016397046535      0.1983603
   100.0000      0.4  0.46312399597765     0.536876
   100.0000    0.499  0.41297501435689     0.58702499
   100.0000      0.5  0.41257499254344     0.58742501
   100.0000      1.0  0.34433228538357     0.65566771
   100.0000      3.0  0.34034168981887     0.65965831
